,CIK,GVKEY,NAICS,MCAP,REVT,ROA,NPM,NUM_SAVVY,NUM_DIR,ROE
0,1750.0,1004.0,423860.0,1476.90625,1651.4,0.062,-0.007,2,11,0.088
1,6201.0,1045.0,481111.0,11633.19488,29882.0,-0.091,-0.256,5,11,
2,3197.0,1050.0,333413.0,218.22444,324.14,0.075,0.046,2,8,0.048
3,764622.0,1075.0,2211.0,7971.51693,3803.835,0.074,0.18,5,11,0.063
4,1808834.0,1076.0,522220.0,2546.05351,2677.92,0.635,0.029,2,9,0.114
5,1800.0,1078.0,334510.0,248276.90068,43075.0,0.115,0.104,1,6,0.22
6,2098.0,1104.0,332215.0,118.6577,182.088,0.119,0.045,2,5,0.077
7,2186.0,1117.0,334220.0,40.6077749,45.364,-0.02,-0.053,2,7,-0.371
8,2178.0,1121.0,424720.0,121.11255,2025.204,0.036,-0.002,4,8,0.082
9,2488.0,1161.0,334413.0,173687.3,16434.0,0.242,0.102,2,5,0.069
10,2969.0,1209.0,325120.0,56701.98567,10323.0,0.151,0.215,2,7,0.154
11,353184.0,1210.0,492110.0,68.50514,175.121,0.042,-0.016,2,3,0.017
12,766421.0,1230.0,481111.0,6559.7026,6176.0,-0.043,-0.14,2,12,0.013
13,701288.0,1234.0,339112.0,1269.5249,165.009,0.188,0.219,1,6,0.142
14,3453.0,1254.0,483113.0,3691.23,3925.3,0.1,0.055,0,1,0.63
15,3545.0,1266.0,111310.0,257.69024,108.564,0.04,0.256,3,9,0.044
16,775368.0,1274.0,524126.0,9078.55641,12001.005,0.008,-0.003,3,9,0.04
17,773840.0,1300.0,336413.0,142787.648,34392.0,0.124,0.15,5,11,0.263
18,4127.0,1327.0,334413.0,27238.134,5109.1,0.259,0.243,3,8,0.236
19,4447.0,1380.0,2111.0,22930.42235,7473.0,-0.006,-0.64,1,4,0.276
20,4457.0,1393.0,532120.0,12011.8608,4541.985,0.097,0.125,2,4,0.148
21,771497.0,1410.0,561720.0,2961.96102,6228.6,0.104,0.0,4,11,0.134
22,1475922.0,1414.0,524113.0,6033.93336,2709.732,0.04,0.176,4,9,0.136
23,1783400.0,1439.0,562211.0,998.7638,988.001,0.089,-0.325,5,10,-0.004
24,4904.0,1440.0,2211.0,44859.74164,16792.0,0.07,0.129,5,11,0.078
25,4962.0,1447.0,522210.0,124499.6,43663.0,0.034,0.083,4,9,0.332
26,4977.0,1449.0,524114.0,38077.98748,21037.0,0.029,0.209,4,10,0.159
27,5272.0,1487.0,524126.0,46550.54282,52046.0,0.016,-0.111,4,11,0.239
28,1801075.0,1526.0,524113.0,5077.34108,4203.114,0.016,0.091,2,9,0.089
29,1102238.0,1545.0,531120.0,204.3228,61.229,0.028,0.132,0,1,1.294
30,744825.0,1559.0,621999.0,14.33613,17.628,0.136,-0.035,0,1,0.063
31,713425.0,1562.0,511210.0,679.93547,111.408,0.075,0.057,1,5,0.08
32,5981.0,1585.0,325320.0,506.23793,556.872,0.056,0.024,3,9,0.071
33,1037868.0,1598.0,334513.0,34063.58048,5546.514,0.133,0.188,2,4,0.15
34,318154.0,1602.0,325414.0,125600.751,25979.0,0.206,0.294,4,10,1.498
35,6176.0,1613.0,332111.0,95.92,344.92,0.052,0.026,3,11,-0.114
36,6207.0,1618.0,237210.0,78.3561,40.069,0.023,-0.091,0,3,0.184
37,6281.0,1632.0,334413.0,91139.67519,7318.286,0.113,0.218,2,6,0.067
38,821026.0,1659.0,424510.0,1310.68189,12612.05,0.04,-0.001,4,11,0.118
39,1841666.0,1678.0,2111.0,9328.97459,8079.0,-0.29,-1.674,0,1,0.062
40,6845.0,1686.0,332321.0,961.7036,1230.774,0.114,0.055,2,9,0.131
41,320193.0,1690.0,334220.0,2324390.219,365817.0,0.234,0.209,3,9,1.755
42,6951.0,1704.0,333242.0,121891.8,23063.0,0.234,0.21,1,9,0.533
43,6955.0,1706.0,333132.0,1515.18552,528.66,0.052,0.009,3,6,0.053
44,7039.0,1712.0,324110.0,190.6072,272.69,0.067,-0.064,1,7,0.04
45,7084.0,1722.0,31122.0,37850.4,85249.0,0.058,0.025,3,12,0.167
46,894405.0,1743.0,484122.0,2980.30995,3980.067,0.11,0.015,1,2,0.312
47,7536.0,1773.0,423690.0,9139.22182,34477.018,0.066,0.017,2,9,0.27
48,7623.0,1783.0,333111.0,16.06806,24.965,-0.151,-0.094,1,5,0.041
49,1674862.0,1794.0,3252.0,5079.84,2111.0,0.069,-0.211,4,10,0.057
50,8146.0,1820.0,334118.0,76.626,116.033,0.049,-0.008,2,6,0.007
51,8063.0,1823.0,336320.0,377.736,444.908,0.042,-0.222,0,9,-0.107
52,744187.0,1864.0,325193.0,458.388,372.846,0.009,0.008,1,8,0.094
53,769397.0,1878.0,519130.0,60923.628,3790.4,0.127,0.117,5,11,0.669
54,8670.0,1891.0,518210.0,84155.294,15005.4,0.09,0.171,4,10,0.64
55,8818.0,1913.0,322220.0,17889.98142,8408.3,0.168,0.078,6,10,0.421
56,8858.0,1919.0,423690.0,3992.00808,19534.679,0.043,-0.005,3,10,0.182
57,8947.0,1926.0,335122.0,1282.76772,838.917,0.122,0.014,3,9,0.107
58,9092.0,1968.0,334514.0,3116.88,505.198,0.21,0.115,2,10,0.161
59,9326.0,1979.0,325412.0,5443.5882,799.023,0.142,0.12,3,8,0.116
60,9389.0,1988.0,332431.0,30887.65188,13811.0,0.115,0.045,3,7,0.222
61,46195.0,2005.0,522110.0,3371.59128,698.069,0.016,0.226,9,14,0.173
62,1506307.0,6310.0,486210.0,35960.83712,16610.0,0.079,0.01,1,4,0.082
63,1390777.0,2019.0,522110.0,46704.7416,16158.0,0.022,0.241,1,9,0.077
64,9984.0,2049.0,332613.0,2361.41415,1258.846,0.099,0.072,1,6,0.018
65,10048.0,2052.0,2111.0,28.62138,18.105,-0.219,-0.259,1,2,0.532
66,10329.0,2080.0,337122.0,148.77288,486.534,0.001,-0.027,3,8,0.144
67,10456.0,2086.0,325412.0,43058.6316,12784.0,0.148,0.079,5,13,-0.259
68,109563.0,2101.0,423830.0,3507.26696,3235.919,0.119,0.006,2,9,0.262
69,10795.0,2111.0,339112.0,69929.89032,20248.0,0.084,0.051,4,10,0.066
70,729580.0,2124.0,334416.0,161.90946,543.494,0.054,0.006,2,3,0.218
71,732712.0,2136.0,517312.0,218117.63604,133613.0,0.155,0.143,0,1,0.157
72,1067983.0,2176.0,999977.0,662627.355,354636.0,0.091,0.128,1,7,-0.003
73,764478.0,2184.0,443142.0,27966.74,47262.0,0.199,0.038,5,11,0.478
74,12208.0,2220.0,334516.0,22615.72124,2890.702,0.055,1.479,1,2,-0.414
75,1130464.0,2259.0,2211.0,4568.63123,1949.102,0.086,0.13,2,10,0.078
76,12659.0,2269.0,541213.0,4039.43316,3413.987,0.18,0.066,8,10,-3.107
77,12927.0,2285.0,336411.0,118560.77044,62272.0,0.005,-0.07,5,12,
78,315213.0,2312.0,561320.0,12343.70272,6461.444,0.195,0.061,1,7,0.483
79,1393066.0,2337.0,322121.0,1172.736,3664.0,0.057,-0.003,2,8,0.252
80,14272.0,2403.0,325412.0,135673.6,46385.0,0.145,-0.001,2,10,0.174
81,14693.0,2435.0,312140.0,36517.44812,3461.0,0.204,0.276,2,10,0.3
82,14707.0,2436.0,448210.0,573.66626,2117.07,0.007,-0.161,4,10,0.496
83,14930.0,2444.0,333618.0,7749.46109,5846.2,0.17,0.086,3,9,0.332
84,1104657.0,2448.0,331410.0,1879.98912,1510.644,0.098,0.02,4,9,0.103
85,15615.0,2497.0,237130.0,7052.86812,7951.781,0.14,0.049,3,8,0.037
86,746838.0,2504.0,541512.0,1382.304,2054.4,0.076,-0.087,1,9,
87,733269.0,2536.0,519130.0,3539.72052,443.026,-0.073,-0.215,5,8,-0.097
88,1739940.0,2547.0,524114.0,74158.54924,174274.0,0.076,0.034,4,7,0.12
89,21175.0,2558.0,524126.0,11961.72512,11546.0,0.013,0.055,1,2,0.08
90,356037.0,2573.0,541512.0,39.2379806,49.208,-0.017,-0.023,2,4,0.052
91,277948.0,2574.0,482111.0,82787.1912,12522.0,0.146,0.261,2,4,0.198
92,26058.0,2577.0,33441.0,1181.61288,512.925,0.107,0.072,2,6,0.113
93,320121.0,2578.0,541512.0,1029.54714,242.433,0.204,-0.031,2,8,-0.221
94,766792.0,2581.0,333249.0,27.76599,16.447,-0.037,-0.176,1,4,-0.103
95,16040.0,2593.0,325180.0,2843.15724,3400.0,0.131,-0.091,2,11,0.211
96,16058.0,2596.0,541512.0,6009.09648,6044.135,0.11,0.06,7,10,0.113
97,730255.0,2615.0,334220.0,393.50793,308.587,0.039,-0.235,0,2,-0.572
98,1035201.0,2628.0,221310.0,3860.03176,790.909,0.076,0.118,0,1,0.055
99,16732.0,2663.0,311422.0,13203.44,8476.0,0.139,0.083,3,13,0.18
100,16918.0,2710.0,312120.0,41414.24772,8614.9,0.121,0.235,0,3,0.009
101,721371.0,2751.0,424210.0,16613.19,162467.0,0.065,0.006,4,14,-0.915
102,790051.0,2771.0,324122.0,12902.24,4810.3,0.129,0.084,4,8,0.315
103,17843.0,2787.0,331110.0,1932.20902,1475.6,0.057,-0.045,3,9,-0.028
104,18230.0,2817.0,333120.0,110789.48512,50971.0,0.124,0.076,3,5,0.444
105,18255.0,2818.0,448120.0,257.00748,575.111,-0.085,-0.069,3,8,-0.013
106,278166.0,2820.0,321992.0,2083.50835,1108.051,0.106,0.062,4,7,0.329
107,18926.0,2884.0,517311.0,12845.0756,19687.0,0.133,0.061,4,12,0.127
108,19584.0,2960.0,621610.0,7889.57352,2139.261,0.278,0.131,1,10,0.369
109,19617.0,2968.0,522110.0,466205.99415,127202.0,0.02,0.191,3,10,0.145
110,19745.0,2986.0,221210.0,2574.27555,569.968,0.093,0.137,4,11,0.084
111,749647.0,2990.0,325414.0,46.74132,0.5,-0.43,-43.148,1,9,-0.516
112,93410.0,2991.0,324110.0,226462.7341,155606.0,0.072,-0.11,2,2,0.215
113,703351.0,3007.0,722511.0,2838.915,3337.8,0.098,0.007,4,9,
114,20212.0,3028.0,713210.0,9178.29,1597.2,0.056,0.002,3,7,0.738
115,723254.0,3062.0,812331.0,36789.72594,7116.34,0.188,0.139,2,9,0.331
116,1400891.0,3105.0,515112.0,2984.18736,3558.34,0.047,-0.611,5,7,-0.164
117,764065.0,3107.0,331110.0,10888.46143,20444.0,0.033,-0.034,2,8,0.433
118,21076.0,3121.0,325612.0,22089.3498,7341.0,0.287,0.161,4,12,0.841
119,21344.0,3144.0,312111.0,256083.25,38655.0,0.123,0.249,5,13,0.379
120,215466.0,3153.0,21222.0,1294.8768,832.828,-0.038,-0.342,3,10,-0.159
121,21510.0,3157.0,334516.0,6136.70842,1487.468,0.049,-0.337,2,8,0.133
122,21535.0,3158.0,334515.0,1849.23141,887.214,0.04,-0.078,3,7,0.106
123,21665.0,3170.0,325611.0,71726.5632,17421.0,0.302,0.167,1,4,2.345
124,830524.0,3203.0,325520.0,1081.796,293.336,0.194,0.144,1,5,0.124
125,1166691.0,3226.0,515210.0,228157.4659,116385.0,0.122,0.099,5,9,0.043
126,28412.0,3231.0,522110.0,11369.856,3024.0,0.016,0.167,0,2,0.149
127,22356.0,3238.0,522110.0,8364.55816,1435.042,0.022,0.239,2,6,0.15
128,831001.0,3243.0,522110.0,119835.19845,80565.0,0.013,0.124,5,13,0.087
129,22444.0,3246.0,331110.0,3933.54794,6729.76,0.157,0.047,3,8,0.41
130,723612.0,3278.0,532111.0,11591.983,9313.0,0.069,-0.073,1,4,
131,1688568.0,3336.0,541512.0,7958.6397,17729.0,0.083,-0.204,3,10,0.152
132,23111.0,3342.0,541519.0,153.0395,392.285,0.083,0.02,3,6,0.15
133,23197.0,3358.0,334220.0,655.41256,581.695,0.066,-0.146,2,9,-0.078
134,23217.0,3362.0,31142.0,18298.8204,11184.7,0.111,0.097,5,12,0.066
135,718332.0,3369.0,533110.0,26.6474,8.593,0.055,-0.485,0,1,0.971
136,1549346.0,3382.0,516210.0,4037.91696,773.415,0.172,0.077,1,7,0.188
137,1047862.0,3413.0,22111.0,30203.28,13676.0,0.079,0.111,2,4,0.062
138,1726173.0,3424.0,722511.0,88.53597,366.106,0.068,-0.123,1,1,-0.077
139,23795.0,3429.0,5311.0,363.36072,70.272,0.041,-0.005,1,6,0.215
140,811156.0,3439.0,22111.0,18848.7579,7329.0,0.083,0.113,1,4,0.09
141,732834.0,3469.0,211120.0,16305.97848,5719.318,0.109,-0.105,3,7,0.357
142,711404.0,3504.0,339115.0,20554.156,2922.5,0.111,0.098,4,9,0.054
143,24741.0,3532.0,334419.0,30900.9,14082.0,0.098,0.027,3,7,0.148
144,1067294.0,3570.0,722511.0,3199.82146,2821.444,0.064,0.039,6,12,0.175
145,25475.0,3581.0,524291.0,388.04192,1139.231,0.116,0.011,2,8,-0.013
146,1587221.0,21003.0,325412.0,56.49682,0.785,-0.571,-148.97,0,1,-1.403
147,1584207.0,3592.0,522291.0,6395.6124,4973.0,0.095,0.127,3,7,0.312
148,1219601.0,3619.0,332431.0,13952.72184,11394.0,0.093,0.039,7,11,-0.172
149,25895.0,3622.0,313210.0,77.28454,79.164,0.184,0.096,2,5,0.181
150,39263.0,3643.0,522110.0,8066.71502,1383.997,0.016,0.228,1,4,0.127
151,723603.0,3647.0,313210.0,174.22895,299.72,0.05,-0.072,2,7,-0.189
152,26172.0,3650.0,333618.0,31084.95,24021.0,0.119,0.081,3,9,0.217
153,26324.0,3662.0,332912.0,5334.6349,2505.931,0.13,0.1,2,4,0.131
154,30697.0,3708.0,722511.0,5147.99865,1896.998,0.074,0.063,3,7,0.255
155,26780.0,3734.0,336390.0,3291.53398,8945.0,0.081,0.002,3,10,-0.02
156,313616.0,3735.0,334516.0,235242.15,29453.0,0.086,0.157,5,10,0.159
157,351998.0,3761.0,334515.0,39.74281,25.835,-0.041,-0.132,0,5,-0.098
158,27419.0,3813.0,452319.0,90743.88609,93561.0,0.193,0.043,1,3,0.253
159,27904.0,3851.0,481111.0,25009.91036,29899.0,-0.038,-0.429,5,13,0.024
160,27996.0,3863.0,3231.0,1370.42269,2022.197,0.189,0.014,4,10,0.093
161,936340.0,3897.0,2211.0,23160.63592,14947.0,0.071,0.097,3,9,0.101
162,730464.0,3905.0,611310.0,1755.37692,1112.38,0.094,0.242,8,11,0.038
163,28823.0,3946.0,334118.0,709.0856,3905.2,0.116,-0.086,3,12,
164,722313.0,3962.0,334418.0,27.6552,115.168,0.038,0.02,4,8,0.296
165,28917.0,3964.0,452210.0,1933.13715,4433.185,0.027,-0.015,5,7,0.618
166,29002.0,3969.0,334413.0,4943.31677,1805.162,0.145,0.098,3,7,0.236
167,29332.0,4001.0,314110.0,90.52254,341.247,0.033,0.062,3,7,-0.301
168,29534.0,4016.0,452319.0,46859.16885,33746.839,0.169,0.078,5,10,0.336
169,715957.0,4029.0,22111.0,63633.6,13964.0,0.064,0.109,2,13,0.057
170,29644.0,4036.0,336390.0,8275.27237,2860.8,0.191,0.099,8,11,0.298
171,29669.0,4040.0,32311.0,846.752,4963.7,0.114,-0.012,5,7,
172,29905.0,4058.0,333415.0,26158.7536,7907.081,0.142,0.1,3,10,0.256
173,1666700.0,4060.0,325199.0,41342.63854,16653.0,0.069,-0.171,2,12,0.042
174,34563.0,4579.0,311920.0,226.55457,397.85,0.003,-0.104,0,2,-0.197
175,29989.0,4066.0,541810.0,15320.757,14289.4,0.083,0.071,6,9,0.365
176,30305.0,4091.0,336413.0,557.73225,645.413,0.103,0.043,4,8,0.278
177,1326160.0,4093.0,2211.0,80668.1,25069.0,0.065,0.088,4,11,0.067
178,1799208.0,4094.0,561450.0,8835.24702,2166.4,0.067,-0.207,2,10,-0.008
179,30625.0,4108.0,333914.0,3977.9694,3541.06,0.094,0.039,3,10,0.048
180,56868.0,6311.0,211120.0,139.6392,79.584,0.057,-0.026,0,2,0.293
181,67215.0,4115.0,237130.0,2484.1011,3199.165,0.125,0.009,1,9,0.141
182,720875.0,4124.0,334510.0,20.838,47.799,-0.045,-0.079,3,7,-0.312
183,31791.0,4145.0,334516.0,25382.01546,5067.169,0.134,0.127,6,9,0.083
184,31107.0,4186.0,332510.0,157.08862,246.523,0.09,0.06,2,7,0.126
185,31235.0,4194.0,333316.0,368.316,1150.0,-0.033,-0.588,3,8,0.02
186,31462.0,4213.0,325612.0,67300.11756,12733.1,0.125,0.089,7,13,0.147
187,351789.0,4275.0,334513.0,21.3418224,8.607,0.013,-0.003,2,3,0.001
188,32604.0,4321.0,334513.0,56124.36,18236.0,0.169,0.117,0,1,0.285
189,731802.0,4383.0,221210.0,11679.444,3407.49,0.087,0.213,4,11,0.074
190,1507605.0,4384.0,511210.0,3375.80638,150.464,-0.489,-3.197,4,7,-0.377
191,33002.0,4390.0,323111.0,514.329,357.973,0.15,0.073,1,9,0.121
192,316253.0,4418.0,621511.0,158.01872,117.731,-0.145,-0.248,2,4,-0.428
193,33185.0,4423.0,561450.0,35749.659,4923.9,0.161,0.116,3,10,0.174
194,33213.0,4430.0,2111.0,8209.26219,3064.663,0.005,-0.784,3,11,0.196
195,33488.0,4448.0,339920.0,213.05447,313.612,0.217,0.095,3,6,0.131
196,33533.0,4450.0,334419.0,35.90886,27.735,0.051,0.039,1,5,0.055
197,1282637.0,4462.0,325180.0,3551.60736,2356.11,0.21,0.126,0,5,0.266
198,33992.0,4485.0,524126.0,52.4262904,161.231,0.007,-0.005,3,5,-0.252
199,746515.0,4494.0,488510.0,22454.6309,16523.517,0.243,0.073,0,2,0.445
200,34067.0,4497.0,333132.0,766.4535,260.115,0.103,-0.022,4,8,0.018
201,764401.0,4498.0,332618.0,738.4744,590.601,0.123,0.04,0,7,0.355
202,34088.0,4503.0,324110.0,259384.41,276692.0,0.057,0.017,3,13,0.275
203,37785.0,4510.0,325320.0,13813.06311,5045.2,0.128,0.121,2,11,0.216
204,753308.0,4517.0,22111.0,183265.68,17069.0,0.079,0.214,2,6,0.086
205,1048911.0,4598.0,492110.0,84039.47393,83959.0,0.115,0.033,7,14,0.125
206,277509.0,4608.0,336120.0,2639.406,1213.2,0.152,0.087,2,7,0.125
207,794367.0,4611.0,452210.0,4669.92,18097.0,0.001,-0.192,3,14,0.326
208,35214.0,4622.0,325510.0,1825.49009,1126.264,0.08,0.022,1,6,0.145
209,94845.0,16476.0,315.0,10222.32346,5763.936,0.062,-0.029,1,2,0.339
210,35527.0,4640.0,522110.0,29734.9819,8269.0,0.018,0.182,7,16,0.126
211,1281761.0,4674.0,522110.0,20533.5944,6587.0,0.015,0.132,4,11,0.125
212,36146.0,4685.0,522110.0,2001.12654,664.421,0.023,0.196,3,11,0.079
213,798941.0,4690.0,522110.0,8145.70944,1959.012,0.019,0.238,2,8,0.137
214,36270.0,4699.0,522110.0,19764.05662,6105.778,0.023,0.215,2,5,0.094
215,36104.0,4723.0,522110.0,83328.30734,23714.0,0.02,0.19,6,14,0.144
216,36966.0,4737.0,522110.0,8713.31241,3255.0,0.018,0.28,0,3,0.115
217,37472.0,4771.0,337121.0,276.59072,478.925,0.013,-0.087,2,8,-0.015
218,1128928.0,4809.0,311812.0,5807.02065,4330.767,0.146,0.023,3,12,0.14
219,1124198.0,4818.0,237990.0,3503.34495,12434.879,0.046,-0.017,1,10,-0.016
220,355019.0,4826.0,621512.0,122.64616,89.93,0.107,0.088,1,1,0.072
221,37996.0,4839.0,33611.0,83168.23096,136341.0,0.04,-0.001,6,12,0.2
222,352825.0,4860.0,423510.0,146.7125,513.62,0.089,0.103,1,11,-0.011
223,38725.0,4881.0,335312.0,4395.43248,1661.865,0.139,0.075,4,6,0.192
224,38777.0,4885.0,523940.0,14913.73376,8400.2,0.09,0.144,2,5,0.111
225,39020.0,4900.0,334515.0,99.0765,54.254,-0.059,-0.095,1,1,-0.262
226,39092.0,4903.0,331221.0,55.821,126.103,-0.009,-0.046,4,8,0.037
227,39368.0,4926.0,325520.0,3861.23848,3278.031,0.096,0.044,0,1,0.111
228,40211.0,4941.0,532411.0,3690.61818,1257.4,0.072,0.145,3,8,0.056
229,354190.0,4973.0,524210.0,35368.39018,8209.4,0.081,0.11,6,10,0.125
230,39899.0,4988.0,515120.0,4109.29536,2991.093,0.119,0.12,6,12,0.173
231,39911.0,4990.0,448140.0,7573.5,13800.0,0.017,-0.077,4,11,0.021
232,40533.0,5046.0,336411.0,57875.64987,38469.0,0.098,0.083,1,10,0.188
233,40545.0,5047.0,999977.0,103825.08069,74196.0,0.03,0.062,4,12,-0.13
234,40570.0,5050.0,561311.0,52.96522,148.88,0.037,-0.111,3,7,0.214
235,40704.0,5071.0,311230.0,38200.022,18127.0,0.127,0.132,3,12,0.241
236,40729.0,5072.0,522220.0,16089.37101,10694.0,0.019,0.072,6,12,0.154
237,1467858.0,5073.0,33611.0,87945.0,127004.0,0.071,0.029,5,13,0.161
238,88205.0,5087.0,333415.0,2713.53024,1219.5,0.07,0.071,5,9,0.045
239,18498.0,5109.0,448210.0,580.2095,1786.53,0.013,-0.061,1,11,0.162
240,355811.0,5116.0,336390.0,8239.96885,1731.17,0.215,0.19,1,9,0.163
241,40987.0,5125.0,423120.0,19933.7762,18870.51,0.089,0.004,3,13,0.312
242,41719.0,5179.0,322121.0,766.2428,1084.694,0.089,-0.036,2,9,-0.311
243,42582.0,5234.0,326211.0,6007.82676,17522.0,0.036,-0.138,4,11,0.171
244,42682.0,5237.0,333914.0,1162.9332,378.316,0.13,0.074,2,9,0.046
245,42888.0,5252.0,333914.0,13730.15034,1987.608,0.25,0.189,2,8,0.269
246,716314.0,5254.0,333415.0,141.81616,97.489,0.021,0.016,5,8,-0.047
247,277135.0,5256.0,42.0,26544.2528,13022.0,0.233,0.054,3,12,0.717
248,43196.0,5284.0,515120.0,1914.51456,2413.0,0.104,0.129,5,9,0.095
249,43920.0,5338.0,322219.0,3140.79612,5556.1,0.117,0.024,0,2,0.191
250,1273931.0,5342.0,522320.0,715.82814,1283.6,0.038,-0.022,2,8,
251,45012.0,5439.0,213112.0,20491.52,15295.0,0.114,-0.266,3,5,0.262
252,202058.0,5492.0,334511.0,41264.28564,17814.0,0.086,0.076,2,6,0.055
253,45876.0,5496.0,331110.0,1323.69936,1848.399,0.09,-0.014,4,9,-0.143
254,46080.0,5518.0,339930.0,14068.13338,6420.4,0.108,0.074,6,13,0.136
255,46129.0,5520.0,335312.0,560.52289,403.516,0.123,0.04,2,7,0.079
256,216085.0,5523.0,442110.0,523.51125,1012.799,0.063,0.055,1,8,0.335
257,354707.0,5526.0,22111.0,4536.448,2850.379,0.044,0.081,5,11,0.09
258,46250.0,5530.0,424690.0,702.9144,596.871,0.178,0.061,2,8,0.182
259,731012.0,5539.0,561720.0,1312.35051,1641.959,0.169,0.05,5,9,0.045
260,874238.0,5559.0,237310.0,784.7394,1581.766,0.152,0.041,3,6,0.223
261,719413.0,5560.0,212221.0,2809.08558,807.473,0.089,-0.028,1,6,-0.011
262,46619.0,5567.0,336412.0,18885.67232,1865.682,0.143,0.176,3,10,0.141
263,1637459.0,5568.0,31142.0,43941.6,26042.0,0.062,-0.019,0,1,0.02
264,46765.0,5581.0,213111.0,2957.51159,1218.568,-0.025,-0.28,1,2,0.002
265,47111.0,5597.0,3113.0,39875.90823,8971.337,0.24,0.149,3,12,0.518
266,47217.0,5606.0,33411.0,33126.57765,63487.0,0.139,0.05,0,2,
267,717605.0,5608.0,325211.0,4351.2,1324.7,0.098,0.07,1,5,0.067
268,1585689.0,5643.0,721110.0,43535.40509,5788.0,0.042,-0.055,3,8,
269,1915657.0,5667.0,324110.0,5343.17278,18389.142,0.046,-0.033,4,12,0.28
270,354950.0,5680.0,444110.0,291673.14,132110.0,0.382,0.099,1,1,26.879
271,48287.0,5690.0,337214.0,1790.5731,2184.408,0.15,0.033,2,11,0.175
272,48465.0,5709.0,311611.0,22954.87584,11386.189,0.138,0.095,4,11,0.131
273,1130310.0,5742.0,22111.0,17553.26884,8352.0,0.071,0.066,2,9,0.076
274,357294.0,5750.0,236117.0,527.0463,2782.857,0.113,0.022,3,8,1.041
275,48898.0,5764.0,335931.0,11354.46386,4194.1,0.118,0.091,2,9,0.209
276,728535.0,5783.0,484121.0,21481.2136,12168.302,0.231,0.053,0,2,0.258
277,49196.0,5786.0,522110.0,22169.98164,6074.0,0.015,0.153,5,10,0.12
278,315374.0,5788.0,334513.0,214.7541,235.195,-0.001,-0.037,6,8,0.036
279,1093082.0,5792.0,423310.0,303.21837,937.8,0.033,-0.013,1,7,0.759
280,216228.0,5860.0,333914.0,8737.245,2765.0,0.065,0.06,5,9,0.168
281,1057877.0,5870.0,22111.0,5723.96796,1458.084,0.072,0.186,4,12,0.071
282,49826.0,5878.0,33399.0,77223.72,14455.0,0.222,0.168,5,11,0.658
283,1481582.0,5968.0,423510.0,1000.1637,5675.3,0.075,-0.006,0,2,0.725
284,50725.0,5987.0,332216.0,1392.6798,2270.626,0.103,0.022,5,15,-0.391
285,50863.0,6008.0,334413.0,209605.0,79024.0,0.26,0.281,3,9,0.134
286,320340.0,6013.0,511210.0,337.172,48.248,0.304,0.266,1,3,0.327
287,715787.0,6034.0,314110.0,941.92725,1200.398,0.117,-0.064,4,8,0.17
288,51143.0,6066.0,519130.0,120035.90254,57350.0,0.103,0.105,4,12,0.066
289,82811.0,9016.0,335312.0,11504.168,3810.3,0.097,0.061,3,4,0.065
290,51253.0,6078.0,325199.0,38351.5731,11656.0,0.082,0.074,3,5,-0.075
291,1405495.0,6100.0,533110.0,2198.25307,425.409,0.104,0.162,3,8,0.115
292,51434.0,6104.0,322130.0,17784.46692,19363.0,0.101,0.024,4,11,0.164
293,51644.0,6136.0,541810.0,14766.535,10240.7,0.08,0.06,4,8,0.288
294,52988.0,6216.0,54151.0,17082.18929,14092.632,0.101,0.026,5,10,0.103
295,105634.0,6223.0,238210.0,6789.887,9903.58,0.124,0.016,3,10,0.177
296,200406.0,6266.0,325412.0,449737.04255,93775.0,0.175,0.21,2,5,0.238
297,319201.0,6304.0,333314.0,49531.50696,6918.734,0.242,0.218,3,10,0.819
298,54381.0,6326.0,3364.0,1202.159,708.993,0.076,-0.006,5,8,0.023
299,1711269.0,6338.0,22111.0,15732.273,5586.7,0.081,0.127,3,12,0.07
300,55067.0,6375.0,311230.0,21991.50634,14181.0,0.128,0.088,2,4,0.33
301,55135.0,6379.0,561320.0,660.738,4909.7,0.036,-0.017,2,9,0.008
302,55529.0,6410.0,339113.0,33.156,147.469,0.0,-0.026,0,3,-0.074
303,719733.0,6416.0,334418.0,70.16824,518.698,0.045,0.011,3,6,0.03
304,55772.0,6433.0,337211.0,484.90625,569.008,0.189,0.052,1,7,-0.019
305,55785.0,6435.0,322121.0,48140.4582,19440.0,0.289,0.125,4,13,1.407
306,56047.0,6461.0,483211.0,3571.79562,2246.66,0.059,-0.125,4,7,0.028
307,56701.0,6497.0,334310.0,199.90098,19.546,0.012,-0.002,2,2,0.516
308,56873.0,6502.0,445110.0,26151.0,132498.0,0.142,0.023,1,6,0.213
309,56978.0,6509.0,333242.0,3609.33868,1517.664,0.07,0.084,3,7,0.368
310,763532.0,6527.0,335132.0,212.40918,315.612,0.078,0.025,1,7,0.129
311,60714.0,6528.0,325180.0,992.21265,556.239,0.033,-0.202,1,1,0.382
312,57131.0,6543.0,337121.0,2016.75006,1734.244,0.12,0.048,2,9,0.213
313,1126956.0,6547.0,221210.0,3162.0883,2235.5,0.07,0.048,0,1,0.076
314,707549.0,6565.0,333242.0,92725.4007,14626.15,0.261,0.236,3,9,0.789
315,57515.0,6573.0,311941.0,5327.52381,1467.067,0.218,0.099,4,10,0.109
316,703604.0,6617.0,423710.0,499.101,417.733,0.111,0.035,3,6,0.034
317,58361.0,6639.0,511110.0,133.32696,794.649,0.129,-0.005,3,9,-0.013
